month,plant,hazard_level,hazard_name,hazard_label,indicator,control_item,content,permit_count,check_count,pass_count,defect_count,critical_defect_count,open_defect_count,overdue_defect_count,pass_rate,risk_score,risk_level
2026-07,桃園,C,C級,低危害,檢點與危害告知,危害告知,是否危害告知,34,30,29,1,0,0,0,0.9667,2,低
2026-07,桃園,C,C級,低危害,危害排除與隔離,環境危害排除,是否設備管線危害物排除,34,29,28,1,0,0,0,0.9655,2,低
2026-07,桃園,C,C級,低危害,危害排除與隔離,隔離管制,設備管線是否加盲加鎖掛牌,34,29,28,1,0,0,0,0.9655,2,低
2026-07,桃園,C,C級,低危害,環境測定,氣體偵測數值,可燃性氣體%、氧氣%、一氧化碳PPM、硫化氫PPM,34,31,30,1,0,0,0,0.9677,2,低
2026-07,桃園,C,C級,低危害,環境測定,測定基準,可燃性氣體 < 20%LEL；氧氣>= 18%；一氧化碳<50 PPM；硫化氫<10 PPM,34,32,31,1,0,0,0,0.9688,2,低
2026-07,桃園,C,C級,低危害,環境測定,測定頻率,上、下午施工前測定；A級或高風險作業需重複或連續測定；每小時/每兩小時紀錄表,34,33,32,1,0,0,0,0.9697,2,低
2026-07,桃園,C,C級,低危害,防火防爆,消防設備,是否有消防設備,34,28,27,1,0,1,0,0.9643,5,低
2026-07,桃園,C,C級,低危害,防火防爆,防爆安全工具,是否使用防爆電氣設備及安全工具,34,28,27,1,0,0,0,0.9643,2,低
2026-07,桃園,C,C級,低危害,高處作業,防墜措施,設標準施工架、安全網、安全母索、安全帶,34,31,30,1,0,0,0,0.9677,2,低
2026-07,桃園,C,C級,低危害,安全保護,個人防護具,是否有防護口罩、防毒面具、SCBA、防護手套、安全眼鏡、耳塞,34,30,29,1,0,0,0,0.9667,2,低
2026-07,桃園,C,C級,低危害,警戒巡查,警戒標示,是否有警戒標示,34,28,27,1,0,1,0,0.9643,5,低
2026-07,桃園,C,C級,低危害,警戒巡查,巡查會簽,是否轄區、監造、安衛人員或工地負責人巡查會簽,34,29,28,1,0,0,0,0.9655,2,低
2026-07,桃園,C,C級,低危害,收工回簽,回簽收工確認,是否回簽時確認環境已整理並完成防護措施,34,33,32,1,0,0,0,0.9697,2,低
2026-07,桃園,C,C級,低危害,收工回簽,一般安全規定,是否遵守工安規定,34,29,28,1,0,0,0,0.9655,2,低
2026-07,桃園,C,C級,低危害,收工回簽,現場紀錄,是否拍照,34,33,32,1,0,0,0,0.9697,2,低
2026-08,桃園,A,A級,高危害,廠區,基本資料,工廠、日期、時間,19,16,16,0,0,0,0,1.0,0,低
2026-08,桃園,A,A級,高危害,許可證,許可資訊,工程作業分級、申請時間、核准工作時間、工作許可證編號,19,17,17,0,0,0,0,1.0,0,低
2026-08,桃園,A,A級,高危害,施工地點,場地關係人,施工部門、轄區部門、監造部門,19,17,17,0,0,0,0,1.0,0,低
2026-08,桃園,A,A級,高危害,包商,承攬商與人員資格,承攬商、工作人數、車輛車號、工地負責人、安衛人員、特殊作業主管,19,16,15,1,0,1,0,0.9375,5,低
2026-08,桃園,A,A級,高危害,危害等級,作業等級,施工地點、工程案號、工作內容、許可工作項目、作業分級,19,16,15,1,0,0,0,0.9375,2,低
2026-08,桃園,A,A級,高危害,危害等級,管線設備危害物,可燃性氣體、易燃液體、有害性氣體、化學藥劑、酸鹼、熱水蒸氣、空氣、其他,19,18,17,1,0,0,0,0.9444,2,低
2026-08,桃園,A,A級,高危害,檢點與危害告知,簽發前安全檢點,是否安全檢點,19,16,15,1,0,0,0,0.9375,2,低
2026-08,桃園,A,A級,高危害,檢點與危害告知,危害告知,是否危害告知,19,18,17,1,0,0,0,0.9444,2,低
2026-08,桃園,A,A級,高危害,危害排除與隔離,環境危害排除,是否設備管線危害物排除,19,16,15,1,0,0,0,0.9375,2,低
2026-08,桃園,A,A級,高危害,危害排除與隔離,隔離管制,設備管線是否加盲加鎖掛牌,19,18,17,1,0,0,0,0.9444,2,低
2026-08,桃園,A,A級,高危害,環境測定,氣體偵測數值,可燃性氣體%、氧氣%、一氧化碳PPM、硫化氫PPM,19,18,17,1,0,0,0,0.9444,2,低
2026-08,桃園,A,A級,高危害,環境測定,測定基準,可燃性氣體 < 20%LEL；氧氣>= 18%；一氧化碳<50 PPM；硫化氫<10 PPM,19,18,17,1,0,0,0,0.9444,2,低
2026-08,桃園,A,A級,高危害,環境測定,測定頻率,上、下午施工前測定；A級或高風險作業需重複或連續測定；每小時/每兩小時紀錄表,19,18,17,1,0,0,0,0.9444,2,低
2026-08,桃園,A,A級,高危害,防火防爆,消防設備,是否有消防設備,19,18,17,1,0,0,0,0.9444,2,低
2026-08,桃園,A,A級,高危害,防火防爆,防爆安全工具,是否使用防爆電氣設備及安全工具,19,16,15,1,0,0,0,0.9375,2,低
2026-08,桃園,A,A級,高危害,高處作業,防墜措施,設標準施工架、安全網、安全母索、安全帶,19,17,16,1,0,0,0,0.9412,2,低
2026-08,桃園,A,A級,高危害,安全保護,個人防護具,是否有防護口罩、防毒面具、SCBA、防護手套、安全眼鏡、耳塞,19,17,16,1,0,0,0,0.9412,2,低
2026-08,桃園,A,A級,高危害,警戒巡查,警戒標示,是否有警戒標示,19,17,16,1,0,0,0,0.9412,2,低
2026-08,桃園,A,A級,高危害,警戒巡查,巡查會簽,是否轄區、監造、安衛人員或工地負責人巡查會簽,19,18,17,1,0,0,0,0.9444,2,低
2026-08,桃園,A,A級,高危害,收工回簽,回簽收工確認,是否回簽時確認環境已整理並完成防護措施,19,19,19,0,0,0,0,1.0,0,低
2026-08,桃園,A,A級,高危害,收工回簽,一般安全規定,是否遵守工安規定,19,18,17,1,0,0,0,0.9444,2,低
2026-08,桃園,A,A級,高危害,收工回簽,現場紀錄,是否拍照,19,18,17,1,0,0,0,0.9444,2,低
2026-08,桃園,B,B級,中危害,廠區,基本資料,工廠、日期、時間,48,43,42,1,0,0,0,0.9767,2,低
2026-08,桃園,B,B級,中危害,許可證,許可資訊,工程作業分級、申請時間、核准工作時間、工作許可證編號,48,46,45,1,0,0,0,0.9783,2,低
2026-08,桃園,B,B級,中危害,施工地點,場地關係人,施工部門、轄區部門、監造部門,48,43,42,1,0,0,0,0.9767,2,低
2026-08,桃園,B,B級,中危害,包商,承攬商與人員資格,承攬商、工作人數、車輛車號、工地負責人、安衛人員、特殊作業主管,48,40,39,1,0,0,0,0.975,2,低
2026-08,桃園,B,B級,中危害,危害等級,作業等級,施工地點、工程案號、工作內容、許可工作項目、作業分級,48,39,38,1,0,0,0,0.9744,2,低
2026-08,桃園,B,B級,中危害,危害等級,管線設備危害物,可燃性氣體、易燃液體、有害性氣體、化學藥劑、酸鹼、熱水蒸氣、空氣、其他,48,43,42,1,0,0,0,0.9767,2,低
2026-08,桃園,B,B級,中危害,檢點與危害告知,簽發前安全檢點,是否安全檢點,48,46,45,1,0,0,0,0.9783,2,低
2026-08,桃園,B,B級,中危害,檢點與危害告知,危害告知,是否危害告知,48,45,44,1,0,0,0,0.9778,2,低
2026-08,桃園,B,B級,中危害,危害排除與隔離,環境危害排除,是否設備管線危害物排除,48,45,43,2,1,1,0,0.9556,16,中
2026-08,桃園,B,B級,中危害,危害排除與隔離,隔離管制,設備管線是否加盲加鎖掛牌,48,45,43,2,1,1,0,0.9556,16,中
2026-08,桃園,B,B級,中危害,環境測定,氣體偵測數值,可燃性氣體%、氧氣%、一氧化碳PPM、硫化氫PPM,48,47,45,2,1,1,0,0.9574,16,中
2026-08,桃園,B,B級,中危害,環境測定,測定基準,可燃性氣體 < 20%LEL；氧氣>= 18%；一氧化碳<50 PPM；硫化氫<10 PPM,48,44,42,2,1,1,0,0.9545,16,中
2026-08,桃園,B,B級,中危害,環境測定,測定頻率,上、下午施工前測定；A級或高風險作業需重複或連續測定；每小時/每兩小時紀錄表,48,40,38,2,1,1,0,0.95,16,中
2026-08,桃園,B,B級,中危害,防火防爆,消防設備,是否有消防設備,48,46,44,2,1,1,0,0.9565,16,中
2026-08,桃園,B,B級,中危害,防火防爆,防爆安全工具,是否使用防爆電氣設備及安全工具,48,40,39,1,0,1,0,0.975,5,低
2026-08,桃園,B,B級,中危害,高處作業,防墜措施,設標準施工架、安全網、安全母索、安全帶,48,45,44,1,0,0,0,0.9778,2,低
2026-08,桃園,B,B級,中危害,安全保護,個人防護具,是否有防護口罩、防毒面具、SCBA、防護手套、安全眼鏡、耳塞,48,41,40,1,0,1,0,0.9756,5,低
2026-08,桃園,B,B級,中危害,警戒巡查,警戒標示,是否有警戒標示,48,48,47,1,0,0,0,0.9792,2,低
2026-08,桃園,B,B級,中危害,警戒巡查,巡查會簽,是否轄區、監造、安衛人員或工地負責人巡查會簽,48,41,40,1,0,0,0,0.9756,2,低
2026-08,桃園,B,B級,中危害,收工回簽,回簽收工確認,是否回簽時確認環境已整理並完成防護措施,48,41,40,1,0,0,0,0.9756,2,低
2026-08,桃園,B,B級,中危害,收工回簽,一般安全規定,是否遵守工安規定,48,47,46,1,0,0,0,0.9787,2,低
2026-08,桃園,B,B級,中危害,收工回簽,現場紀錄,是否拍照,48,47,46,1,0,0,0,0.9787,2,低
2026-08,桃園,C,C級,低危害,廠區,基本資料,工廠、日期、時間,36,36,35,1,0,0,0,0.9722,2,低
2026-08,桃園,C,C級,低危害,許可證,許可資訊,工程作業分級、申請時間、核准工作時間、工作許可證編號,36,35,34,1,0,0,0,0.9714,2,低
2026-08,桃園,C,C級,低危害,施工地點,場地關係人,施工部門、轄區部門、監造部門,36,30,30,0,0,0,0,1.0,0,低
2026-08,桃園,C,C級,低危害,包商,承攬商與人員資格,承攬商、工作人數、車輛車號、工地負責人、安衛人員、特殊作業主管,36,31,30,1,0,0,0,0.9677,2,低
2026-08,桃園,C,C級,低危害,危害等級,作業等級,施工地點、工程案號、工作內容、許可工作項目、作業分級,36,36,35,1,0,0,0,0.9722,2,低
2026-08,桃園,C,C級,低危害,危害等級,管線設備危害物,可燃性氣體、易燃液體、有害性氣體、化學藥劑、酸鹼、熱水蒸氣、空氣、其他,36,33,32,1,0,0,0,0.9697,2,低
2026-08,桃園,C,C級,低危害,檢點與危害告知,簽發前安全檢點,是否安全檢點,36,36,35,1,0,0,0,0.9722,2,低
2026-08,桃園,C,C級,低危害,檢點與危害告知,危害告知,是否危害告知,36,35,34,1,0,1,0,0.9714,5,低
2026-08,桃園,C,C級,低危害,危害排除與隔離,環境危害排除,是否設備管線危害物排除,36,31,30,1,0,0,0,0.9677,2,低
2026-08,桃園,C,C級,低危害,危害排除與隔離,隔離管制,設備管線是否加盲加鎖掛牌,36,36,35,1,0,0,0,0.9722,2,低
2026-08,桃園,C,C級,低危害,環境測定,氣體偵測數值,可燃性氣體%、氧氣%、一氧化碳PPM、硫化氫PPM,36,32,31,1,0,0,0,0.9688,2,低
2026-08,桃園,C,C級,低危害,環境測定,測定基準,可燃性氣體 < 20%LEL；氧氣>= 18%；一氧化碳<50 PPM；硫化氫<10 PPM,36,33,32,1,0,0,0,0.9697,2,低
2026-08,桃園,C,C級,低危害,環境測定,測定頻率,上、下午施工前測定；A級或高風險作業需重複或連續測定；每小時/每兩小時紀錄表,36,31,30,1,0,0,0,0.9677,2,低
2026-08,桃園,C,C級,低危害,防火防爆,消防設備,是否有消防設備,36,32,31,1,0,0,0,0.9688,2,低
2026-08,桃園,C,C級,低危害,防火防爆,防爆安全工具,是否使用防爆電氣設備及安全工具,36,35,34,1,0,0,0,0.9714,2,低
2026-08,桃園,C,C級,低危害,高處作業,防墜措施,設標準施工架、安全網、安全母索、安全帶,36,35,34,1,0,0,0,0.9714,2,低
2026-08,桃園,C,C級,低危害,安全保護,個人防護具,是否有防護口罩、防毒面具、SCBA、防護手套、安全眼鏡、耳塞,36,34,33,1,0,0,0,0.9706,2,低
2026-08,桃園,C,C級,低危害,警戒巡查,警戒標示,是否有警戒標示,36,32,31,1,0,0,0,0.9688,2,低
2026-08,桃園,C,C級,低危害,警戒巡查,巡查會簽,是否轄區、監造、安衛人員或工地負責人巡查會簽,36,36,35,1,0,0,0,0.9722,2,低
2026-08,桃園,C,C級,低危害,收工回簽,回簽收工確認,是否回簽時確認環境已整理並完成防護措施,36,34,33,1,0,0,0,0.9706,2,低
2026-08,桃園,C,C級,低危害,收工回簽,一般安全規定,是否遵守工安規定,36,33,32,1,0,0,0,0.9697,2,低
2026-08,桃園,C,C級,低危害,收工回簽,現場紀錄,是否拍照,36,32,31,1,0,0,0,0.9688,2,低
2026-09,桃園,A,A級,高危害,廠區,基本資料,工廠、日期、時間,22,21,20,1,0,0,0,0.9524,2,低
2026-09,桃園,A,A級,高危害,許可證,許可資訊,工程作業分級、申請時間、核准工作時間、工作許可證編號,22,22,21,1,0,0,0,0.9545,2,低
2026-09,桃園,A,A級,高危害,施工地點,場地關係人,施工部門、轄區部門、監造部門,22,21,20,1,0,0,0,0.9524,2,低
2026-09,桃園,A,A級,高危害,包商,承攬商與人員資格,承攬商、工作人數、車輛車號、工地負責人、安衛人員、特殊作業主管,22,20,19,1,0,0,0,0.95,2,低
2026-09,桃園,A,A級,高危害,危害等級,作業等級,施工地點、工程案號、工作內容、許可工作項目、作業分級,22,22,21,1,0,0,0,0.9545,2,低
2026-09,桃園,A,A級,高危害,危害等級,管線設備危害物,可燃性氣體、易燃液體、有害性氣體、化學藥劑、酸鹼、熱水蒸氣、空氣、其他,22,21,20,1,0,0,0,0.9524,2,低
2026-09,桃園,A,A級,高危害,檢點與危害告知,簽發前安全檢點,是否安全檢點,22,20,19,1,0,0,0,0.95,2,低
2026-09,桃園,A,A級,高危害,檢點與危害告知,危害告知,是否危害告知,22,20,19,1,0,0,0,0.95,2,低
2026-09,桃園,A,A級,高危害,危害排除與隔離,環境危害排除,是否設備管線危害物排除,22,18,17,1,0,0,0,0.9444,2,低
2026-09,桃園,A,A級,高危害,危害排除與隔離,隔離管制,設備管線是否加盲加鎖掛牌,22,19,18,1,0,0,0,0.9474,2,低
2026-09,桃園,A,A級,高危害,環境測定,氣體偵測數值,可燃性氣體%、氧氣%、一氧化碳PPM、硫化氫PPM,22,18,17,1,0,1,0,0.9444,5,低
2026-09,桃園,A,A級,高危害,環境測定,測定基準,可燃性氣體 < 20%LEL；氧氣>= 18%；一氧化碳<50 PPM；硫化氫<10 PPM,22,20,19,1,0,0,0,0.95,2,低
2026-09,桃園,A,A級,高危害,環境測定,測定頻率,上、下午施工前測定；A級或高風險作業需重複或連續測定；每小時/每兩小時紀錄表,22,20,19,1,0,0,0,0.95,2,低
2026-09,桃園,A,A級,高危害,防火防爆,消防設備,是否有消防設備,22,19,18,1,0,0,0,0.9474,2,低
2026-09,桃園,A,A級,高危害,防火防爆,防爆安全工具,是否使用防爆電氣設備及安全工具,22,20,19,1,0,0,0,0.95,2,低
2026-09,桃園,A,A級,高危害,高處作業,防墜措施,設標準施工架、安全網、安全母索、安全帶,22,20,19,1,0,0,0,0.95,2,低
2026-09,桃園,A,A級,高危害,安全保護,個人防護具,是否有防護口罩、防毒面具、SCBA、防護手套、安全眼鏡、耳塞,22,21,20,1,0,0,0,0.9524,2,低
2026-09,桃園,A,A級,高危害,警戒巡查,警戒標示,是否有警戒標示,22,22,21,1,0,0,0,0.9545,2,低
2026-09,桃園,A,A級,高危害,警戒巡查,巡查會簽,是否轄區、監造、安衛人員或工地負責人巡查會簽,22,20,19,1,0,0,0,0.95,2,低
2026-09,桃園,A,A級,高危害,收工回簽,回簽收工確認,是否回簽時確認環境已整理並完成防護措施,22,20,19,1,0,0,0,0.95,2,低
2026-09,桃園,A,A級,高危害,收工回簽,一般安全規定,是否遵守工安規定,22,20,19,1,0,0,0,0.95,2,低
2026-09,桃園,A,A級,高危害,收工回簽,現場紀錄,是否拍照,22,19,18,1,0,0,0,0.9474,2,低
2026-09,桃園,B,B級,中危害,廠區,基本資料,工廠、日期、時間,46,40,39,1,0,1,0,0.975,5,低
2026-09,桃園,B,B級,中危害,許可證,許可資訊,工程作業分級、申請時間、核准工作時間、工作許可證編號,46,46,45,1,0,0,0,0.9783,2,低
2026-09,桃園,B,B級,中危害,施工地點,場地關係人,施工部門、轄區部門、監造部門,46,38,37,1,0,0,0,0.9737,2,低
2026-09,桃園,B,B級,中危害,包商,承攬商與人員資格,承攬商、工作人數、車輛車號、工地負責人、安衛人員、特殊作業主管,46,46,44,2,0,1,0,0.9565,7,低
2026-09,桃園,B,B級,中危害,危害等級,作業等級,施工地點、工程案號、工作內容、許可工作項目、作業分級,46,40,39,1,0,0,0,0.975,2,低
2026-09,桃園,B,B級,中危害,危害等級,管線設備危害物,可燃性氣體、易燃液體、有害性氣體、化學藥劑、酸鹼、熱水蒸氣、空氣、其他,46,38,37,1,0,0,0,0.9737,2,低
2026-09,桃園,B,B級,中危害,檢點與危害告知,簽發前安全檢點,是否安全檢點,46,41,40,1,0,0,0,0.9756,2,低
2026-09,桃園,B,B級,中危害,檢點與危害告知,危害告知,是否危害告知,46,45,44,1,0,0,0,0.9778,2,低
2026-09,桃園,B,B級,中危害,危害排除與隔離,環境危害排除,是否設備管線危害物排除,46,45,44,1,0,1,0,0.9778,5,低
2026-09,桃園,B,B級,中危害,危害排除與隔離,隔離管制,設備管線是否加盲加鎖掛牌,46,42,41,1,0,0,0,0.9762,2,低
2026-09,桃園,B,B級,中危害,環境測定,氣體偵測數值,可燃性氣體%、氧氣%、一氧化碳PPM、硫化氫PPM,46,43,42,1,0,0,0,0.9767,2,低
2026-09,桃園,B,B級,中危害,環境測定,測定基準,可燃性氣體 < 20%LEL；氧氣>= 18%；一氧化碳<50 PPM；硫化氫<10 PPM,46,41,39,2,1,1,0,0.9512,16,中
2026-09,桃園,B,B級,中危害,環境測定,測定頻率,上、下午施工前測定；A級或高風險作業需重複或連續測定；每小時/每兩小時紀錄表,46,39,37,2,1,0,0,0.9487,13,低
2026-09,桃園,B,B級,中危害,防火防爆,消防設備,是否有消防設備,46,40,39,1,0,0,0,0.975,2,低
2026-09,桃園,B,B級,中危害,防火防爆,防爆安全工具,是否使用防爆電氣設備及安全工具,46,40,38,2,1,0,0,0.95,13,低
2026-09,桃園,B,B級,中危害,高處作業,防墜措施,設標準施工架、安全網、安全母索、安全帶,46,39,37,2,1,1,0,0.9487,16,中
2026-09,桃園,B,B級,中危害,安全保護,個人防護具,是否有防護口罩、防毒面具、SCBA、防護手套、安全眼鏡、耳塞,46,42,41,1,0,0,0,0.9762,2,低
2026-09,桃園,B,B級,中危害,警戒巡查,警戒標示,是否有警戒標示,46,38,37,1,0,0,0,0.9737,2,低
2026-09,桃園,B,B級,中危害,警戒巡查,巡查會簽,是否轄區、監造、安衛人員或工地負責人巡查會簽,46,40,39,1,0,0,0,0.975,2,低
2026-09,桃園,B,B級,中危害,收工回簽,回簽收工確認,是否回簽時確認環境已整理並完成防護措施,46,42,41,1,0,0,0,0.9762,2,低
2026-09,桃園,B,B級,中危害,收工回簽,一般安全規定,是否遵守工安規定,46,41,40,1,0,0,0,0.9756,2,低
2026-09,桃園,B,B級,中危害,收工回簽,現場紀錄,是否拍照,46,43,42,1,0,0,0,0.9767,2,低
2026-09,桃園,C,C級,低危害,廠區,基本資料,工廠、日期、時間,36,30,30,0,0,0,0,1.0,0,低
2026-09,桃園,C,C級,低危害,許可證,許可資訊,工程作業分級、申請時間、核准工作時間、工作許可證編號,36,31,30,1,0,1,0,0.9677,5,低
2026-09,桃園,C,C級,低危害,施工地點,場地關係人,施工部門、轄區部門、監造部門,36,31,30,1,0,0,0,0.9677,2,低
2026-09,桃園,C,C級,低危害,包商,承攬商與人員資格,承攬商、工作人數、車輛車號、工地負責人、安衛人員、特殊作業主管,36,32,31,1,0,0,0,0.9688,2,低
2026-09,桃園,C,C級,低危害,危害等級,作業等級,施工地點、工程案號、工作內容、許可工作項目、作業分級,36,34,33,1,0,1,0,0.9706,5,低
2026-09,桃園,C,C級,低危害,危害等級,管線設備危害物,可燃性氣體、易燃液體、有害性氣體、化學藥劑、酸鹼、熱水蒸氣、空氣、其他,36,32,31,1,0,0,0,0.9688,2,低
2026-09,桃園,C,C級,低危害,檢點與危害告知,簽發前安全檢點,是否安全檢點,36,31,30,1,0,0,0,0.9677,2,低
2026-09,桃園,C,C級,低危害,檢點與危害告知,危害告知,是否危害告知,36,32,31,1,0,0,0,0.9688,2,低
2026-09,桃園,C,C級,低危害,危害排除與隔離,環境危害排除,是否設備管線危害物排除,36,35,34,1,0,0,0,0.9714,2,低
2026-09,桃園,C,C級,低危害,危害排除與隔離,隔離管制,設備管線是否加盲加鎖掛牌,36,32,31,1,0,0,0,0.9688,2,低
2026-09,桃園,C,C級,低危害,環境測定,氣體偵測數值,可燃性氣體%、氧氣%、一氧化碳PPM、硫化氫PPM,36,35,34,1,0,0,0,0.9714,2,低
2026-09,桃園,C,C級,低危害,環境測定,測定基準,可燃性氣體 < 20%LEL；氧氣>= 18%；一氧化碳<50 PPM；硫化氫<10 PPM,36,36,35,1,0,0,0,0.9722,2,低
2026-09,桃園,C,C級,低危害,環境測定,測定頻率,上、下午施工前測定；A級或高風險作業需重複或連續測定；每小時/每兩小時紀錄表,36,33,32,1,0,0,0,0.9697,2,低
2026-09,桃園,C,C級,低危害,防火防爆,消防設備,是否有消防設備,36,31,30,1,0,1,0,0.9677,5,低
2026-09,桃園,C,C級,低危害,防火防爆,防爆安全工具,是否使用防爆電氣設備及安全工具,36,33,32,1,0,0,0,0.9697,2,低
2026-09,桃園,C,C級,低危害,高處作業,防墜措施,設標準施工架、安全網、安全母索、安全帶,36,31,30,1,0,0,0,0.9677,2,低
2026-09,桃園,C,C級,低危害,安全保護,個人防護具,是否有防護口罩、防毒面具、SCBA、防護手套、安全眼鏡、耳塞,36,33,32,1,0,0,0,0.9697,2,低
2026-09,桃園,C,C級,低危害,警戒巡查,警戒標示,是否有警戒標示,36,35,34,1,0,0,0,0.9714,2,低
2026-09,桃園,C,C級,低危害,警戒巡查,巡查會簽,是否轄區、監造、安衛人員或工地負責人巡查會簽,36,32,31,1,0,0,0,0.9688,2,低
2026-09,桃園,C,C級,低危害,收工回簽,回簽收工確認,是否回簽時確認環境已整理並完成防護措施,36,35,34,1,0,0,0,0.9714,2,低
2026-09,桃園,C,C級,低危害,收工回簽,一般安全規定,是否遵守工安規定,36,34,33,1,0,0,0,0.9706,2,低
2026-09,桃園,C,C級,低危害,收工回簽,現場紀錄,是否拍照,36,35,34,1,0,0,0,0.9714,2,低
2026-10,桃園,A,A級,高危害,廠區,基本資料,工廠、日期、時間,20,18,18,0,0,0,0,1.0,0,低
2026-10,桃園,A,A級,高危害,許可證,許可資訊,工程作業分級、申請時間、核准工作時間、工作許可證編號,20,17,16,1,0,0,0,0.9412,2,低
2026-10,桃園,A,A級,高危害,施工地點,場地關係人,施工部門、轄區部門、監造部門,20,18,18,0,0,0,0,1.0,0,低
2026-10,桃園,A,A級,高危害,包商,承攬商與人員資格,承攬商、工作人數、車輛車號、工地負責人、安衛人員、特殊作業主管,20,19,18,1,0,0,0,0.9474,2,低
2026-10,桃園,A,A級,高危害,危害等級,作業等級,施工地點、工程案號、工作內容、許可工作項目、作業分級,20,18,17,1,0,0,0,0.9444,2,低
2026-10,桃園,A,A級,高危害,危害等級,管線設備危害物,可燃性氣體、易燃液體、有害性氣體、化學藥劑、酸鹼、熱水蒸氣、空氣、其他,20,19,18,1,0,0,0,0.9474,2,低
2026-10,桃園,A,A級,高危害,檢點與危害告知,簽發前安全檢點,是否安全檢點,20,19,18,1,0,0,0,0.9474,2,低
2026-10,桃園,A,A級,高危害,檢點與危害告知,危害告知,是否危害告知,20,19,18,1,0,0,0,0.9474,2,低
2026-10,桃園,A,A級,高危害,危害排除與隔離,環境危害排除,是否設備管線危害物排除,20,17,16,1,0,0,0,0.9412,2,低
2026-10,桃園,A,A級,高危害,危害排除與隔離,隔離管制,設備管線是否加盲加鎖掛牌,20,20,19,1,0,0,0,0.95,2,低
2026-10,桃園,A,A級,高危害,環境測定,氣體偵測數值,可燃性氣體%、氧氣%、一氧化碳PPM、硫化氫PPM,20,19,18,1,0,0,0,0.9474,2,低
2026-10,桃園,A,A級,高危害,環境測定,測定基準,可燃性氣體 < 20%LEL；氧氣>= 18%；一氧化碳<50 PPM；硫化氫<10 PPM,20,20,19,1,0,0,0,0.95,2,低
2026-10,桃園,A,A級,高危害,環境測定,測定頻率,上、下午施工前測定；A級或高風險作業需重複或連續測定；每小時/每兩小時紀錄表,20,20,19,1,0,0,0,0.95,2,低
2026-10,桃園,A,A級,高危害,防火防爆,消防設備,是否有消防設備,20,17,16,1,0,0,0,0.9412,2,低
2026-10,桃園,A,A級,高危害,防火防爆,防爆安全工具,是否使用防爆電氣設備及安全工具,20,18,17,1,0,0,0,0.9444,2,低
2026-10,桃園,A,A級,高危害,高處作業,防墜措施,設標準施工架、安全網、安全母索、安全帶,20,19,18,1,0,0,0,0.9474,2,低
2026-10,桃園,A,A級,高危害,安全保護,個人防護具,是否有防護口罩、防毒面具、SCBA、防護手套、安全眼鏡、耳塞,20,18,17,1,0,0,0,0.9444,2,低
2026-10,桃園,A,A級,高危害,警戒巡查,警戒標示,是否有警戒標示,20,19,18,1,0,0,0,0.9474,2,低
2026-10,桃園,A,A級,高危害,警戒巡查,巡查會簽,是否轄區、監造、安衛人員或工地負責人巡查會簽,20,17,16,1,0,0,0,0.9412,2,低
2026-10,桃園,A,A級,高危害,收工回簽,回簽收工確認,是否回簽時確認環境已整理並完成防護措施,20,17,16,1,0,1,0,0.9412,5,低
2026-10,桃園,A,A級,高危害,收工回簽,一般安全規定,是否遵守工安規定,20,17,16,1,0,0,0,0.9412,2,低
2026-10,桃園,A,A級,高危害,收工回簽,現場紀錄,是否拍照,20,19,18,1,0,0,0,0.9474,2,低
2026-10,桃園,B,B級,中危害,廠區,基本資料,工廠、日期、時間,45,44,43,1,0,0,0,0.9773,2,低
2026-10,桃園,B,B級,中危害,許可證,許可資訊,工程作業分級、申請時間、核准工作時間、工作許可證編號,45,38,37,1,0,0,0,0.9737,2,低
2026-10,桃園,B,B級,中危害,施工地點,場地關係人,施工部門、轄區部門、監造部門,45,38,37,1,0,0,0,0.9737,2,低
2026-10,桃園,B,B級,中危害,包商,承攬商與人員資格,承攬商、工作人數、車輛車號、工地負責人、安衛人員、特殊作業主管,45,41,40,1,0,0,0,0.9756,2,低
2026-10,桃園,B,B級,中危害,危害等級,作業等級,施工地點、工程案號、工作內容、許可工作項目、作業分級,45,40,39,1,0,0,0,0.975,2,低
2026-10,桃園,B,B級,中危害,危害等級,管線設備危害物,可燃性氣體、易燃液體、有害性氣體、化學藥劑、酸鹼、熱水蒸氣、空氣、其他,45,43,41,2,0,1,0,0.9535,7,低
2026-10,桃園,B,B級,中危害,檢點與危害告知,簽發前安全檢點,是否安全檢點,45,40,39,1,0,0,0,0.975,2,低
2026-10,桃園,B,B級,中危害,檢點與危害告知,危害告知,是否危害告知,45,38,37,1,0,0,0,0.9737,2,低
2026-10,桃園,B,B級,中危害,危害排除與隔離,環境危害排除,是否設備管線危害物排除,45,41,40,1,0,0,0,0.9756,2,低
2026-10,桃園,B,B級,中危害,危害排除與隔離,隔離管制,設備管線是否加盲加鎖掛牌,45,38,36,2,1,1,0,0.9474,16,中
2026-10,桃園,B,B級,中危害,環境測定,氣體偵測數值,可燃性氣體%、氧氣%、一氧化碳PPM、硫化氫PPM,45,37,36,1,0,0,0,0.973,2,低
2026-10,桃園,B,B級,中危害,環境測定,測定基準,可燃性氣體 < 20%LEL；氧氣>= 18%；一氧化碳<50 PPM；硫化氫<10 PPM,45,44,42,2,1,1,0,0.9545,16,中
2026-10,桃園,B,B級,中危害,環境測定,測定頻率,上、下午施工前測定；A級或高風險作業需重複或連續測定；每小時/每兩小時紀錄表,45,39,37,2,1,1,0,0.9487,16,中
