month,plant,hazard_level,hazard_name,hazard_label,measurement_count,combustible_gas_max_pct_lel,oxygen_min_pct,co_max_ppm,h2s_max_ppm,combustible_ok,oxygen_ok,co_ok,h2s_ok,standard_ok,alert_count
2025-12,嘉義,C,C級,低危害,62,10.1,20.3,15.8,2.9,True,True,True,True,True,0
2026-01,嘉義,A,A級,高危害,68,17.3,18.6,26.1,5.1,True,True,True,True,True,0
2026-01,嘉義,B,B級,中危害,74,9.3,19.6,9.7,2.7,True,True,True,True,True,0
2026-01,嘉義,C,C級,低危害,56,6.9,20.0,14.5,2.1,True,True,True,True,True,0
2026-02,嘉義,A,A級,高危害,88,11.5,19.7,19.7,2.0,True,True,True,True,True,0
2026-02,嘉義,B,B級,中危害,80,14.2,20.6,19.2,1.8,True,True,True,True,True,0
2026-02,嘉義,C,C級,低危害,60,11.9,20.2,7.6,2.0,True,True,True,True,True,0
2026-03,嘉義,A,A級,高危害,76,11.3,19.7,16.0,4.2,True,True,True,True,True,0
2026-03,嘉義,B,B級,中危害,86,12.0,20.1,10.6,2.9,True,True,True,True,True,0
2026-03,嘉義,C,C級,低危害,60,12.2,20.3,12.5,3.4,True,True,True,True,True,0
2026-04,嘉義,A,A級,高危害,88,13.6,20.4,24.3,5.2,True,True,True,True,True,0
2026-04,嘉義,B,B級,中危害,72,10.5,19.9,21.0,2.1,True,True,True,True,True,0
2026-04,嘉義,C,C級,低危害,62,8.7,20.0,14.5,3.5,True,True,True,True,True,0
2026-05,嘉義,A,A級,高危害,60,12.5,19.3,41.6,2.6,True,True,True,True,True,0
2026-05,嘉義,B,B級,中危害,82,12.3,20.8,47.4,4.0,True,True,True,True,True,0
2026-05,嘉義,C,C級,低危害,66,14.1,20.7,9.0,1.5,True,True,True,True,True,0
2026-06,嘉義,A,A級,高危害,64,17.5,19.6,23.1,13.0,True,True,True,False,False,1
2026-06,嘉義,B,B級,中危害,74,11.2,19.9,5.5,0.7,True,True,True,True,True,0
2026-06,嘉義,C,C級,低危害,58,12.6,20.1,16.3,2.2,True,True,True,True,True,0
2026-07,嘉義,A,A級,高危害,76,17.9,19.5,26.5,3.6,True,True,True,True,True,0
2026-07,嘉義,B,B級,中危害,68,14.0,20.8,10.4,2.3,True,True,True,True,True,0
2026-07,嘉義,C,C級,低危害,48,13.2,19.9,11.0,2.0,True,True,True,True,True,0
2026-08,嘉義,A,A級,高危害,68,14.9,20.6,13.4,5.4,True,True,True,True,True,0
2026-08,嘉義,B,B級,中危害,66,10.3,20.4,4.5,1.8,True,True,True,True,True,0
2026-08,嘉義,C,C級,低危害,60,8.0,20.4,15.1,0.5,True,True,True,True,True,0
2026-09,嘉義,A,A級,高危害,80,16.0,20.2,10.2,4.2,True,True,True,True,True,0
2026-09,嘉義,B,B級,中危害,62,15.0,19.6,13.4,3.0,True,True,True,True,True,0
2026-09,嘉義,C,C級,低危害,58,9.9,20.6,12.3,2.9,True,True,True,True,True,0
2026-10,嘉義,A,A級,高危害,52,14.1,19.5,26.1,5.9,True,True,True,True,True,0
2026-10,嘉義,B,B級,中危害,68,9.4,20.4,13.8,4.3,True,True,True,True,True,0
2026-10,嘉義,C,C級,低危害,56,13.2,20.0,16.2,0.6,True,True,True,True,True,0
2026-11,嘉義,A,A級,高危害,84,13.2,19.3,9.7,4.0,True,True,True,True,True,0
2026-11,嘉義,B,B級,中危害,76,12.7,19.8,11.7,1.9,True,True,True,True,True,0
2026-11,嘉義,C,C級,低危害,56,13.8,20.6,12.1,1.0,True,True,True,True,True,0
2026-12,嘉義,A,A級,高危害,64,15.8,17.1,7.8,2.1,True,False,True,True,False,1
2026-12,嘉義,B,B級,中危害,70,16.5,20.3,20.4,4.5,True,True,True,True,True,0
2026-12,嘉義,C,C級,低危害,54,14.1,20.7,7.8,3.2,True,True,True,True,True,0
2024-01,高雄大林,A,A級,高危害,148,17.7,20.4,21.9,7.4,True,True,True,True,True,0
2024-01,高雄大林,B,B級,中危害,144,19.2,20.4,14.4,1.5,True,True,True,True,True,0
2024-01,高雄大林,C,C級,低危害,106,11.2,20.3,19.6,2.2,True,True,True,True,True,0
2024-02,高雄大林,A,A級,高危害,132,21.7,19.9,4.7,3.2,False,True,True,True,False,1
2024-02,高雄大林,B,B級,中危害,156,12.0,20.3,15.5,4.7,True,True,True,True,True,0
2024-02,高雄大林,C,C級,低危害,110,13.2,20.8,10.2,0.7,True,True,True,True,True,0
2024-03,高雄大林,A,A級,高危害,152,17.8,20.8,8.2,4.2,True,True,True,True,True,0
2024-03,高雄大林,B,B級,中危害,160,12.8,19.9,21.6,0.4,True,True,True,True,True,0
2024-03,高雄大林,C,C級,低危害,122,9.1,20.7,12.3,2.4,True,True,True,True,True,0
2024-04,高雄大林,A,A級,高危害,152,25.8,17.6,49.8,14.0,False,False,True,False,False,3
2024-04,高雄大林,B,B級,中危害,154,12.2,20.0,55.7,5.9,True,True,False,True,False,1
2024-04,高雄大林,C,C級,低危害,104,13.9,20.5,18.7,1.8,True,True,True,True,True,0
2024-05,高雄大林,A,A級,高危害,144,22.1,20.7,34.7,2.5,False,True,True,True,False,1
2024-05,高雄大林,B,B級,中危害,144,15.0,19.7,5.1,5.1,True,True,True,True,True,0
2024-05,高雄大林,C,C級,低危害,118,9.4,20.0,8.6,3.5,True,True,True,True,True,0
2024-06,高雄大林,A,A級,高危害,116,20.0,19.4,19.1,2.3,False,True,True,True,False,1
2024-06,高雄大林,B,B級,中危害,136,13.6,20.0,16.3,6.0,True,True,True,True,True,0
2024-06,高雄大林,C,C級,低危害,104,15.7,20.4,8.3,1.8,True,True,True,True,True,0
2024-07,高雄大林,A,A級,高危害,132,22.9,19.3,4.4,3.0,False,True,True,True,False,1
2024-07,高雄大林,B,B級,中危害,130,16.5,20.8,29.5,6.0,True,True,True,True,True,0
2024-07,高雄大林,C,C級,低危害,96,16.2,20.8,9.9,0.5,True,True,True,True,True,0
2024-08,高雄大林,A,A級,高危害,116,17.9,19.6,24.2,5.8,True,True,True,True,True,0
2024-08,高雄大林,B,B級,中危害,134,14.2,20.5,17.9,4.6,True,True,True,True,True,0
2024-08,高雄大林,C,C級,低危害,92,14.9,20.3,15.9,3.4,True,True,True,True,True,0
2024-09,高雄大林,A,A級,高危害,112,19.7,20.7,10.2,8.6,True,True,True,True,True,0
2024-09,高雄大林,B,B級,中危害,124,15.5,19.9,18.3,1.3,True,True,True,True,True,0
2024-09,高雄大林,C,C級,低危害,98,9.7,20.6,22.2,1.3,True,True,True,True,True,0
2024-10,高雄大林,A,A級,高危害,136,21.4,19.5,30.0,3.3,False,True,True,True,False,1
2024-10,高雄大林,B,B級,中危害,130,18.2,19.7,28.0,6.3,True,True,True,True,True,0
2024-10,高雄大林,C,C級,低危害,102,15.2,20.1,10.4,2.0,True,True,True,True,True,0
2024-11,高雄大林,A,A級,高危害,136,30.8,19.3,20.3,1.9,False,True,True,True,False,1
2024-11,高雄大林,B,B級,中危害,140,15.4,20.1,5.1,4.4,True,True,True,True,True,0
2024-11,高雄大林,C,C級,低危害,100,16.2,20.4,7.4,3.5,True,True,True,True,True,0
2024-12,高雄大林,A,A級,高危害,116,22.4,20.3,19.7,6.7,False,True,True,True,False,1
2024-12,高雄大林,B,B級,中危害,146,13.5,20.1,12.8,4.8,True,True,True,True,True,0
2024-12,高雄大林,C,C級,低危害,102,11.5,20.4,17.9,0.9,True,True,True,True,True,0
2025-01,高雄大林,A,A級,高危害,148,17.2,20.7,38.2,9.1,True,True,True,True,True,0
2025-01,高雄大林,B,B級,中危害,144,12.1,20.8,21.0,3.1,True,True,True,True,True,0
2025-01,高雄大林,C,C級,低危害,114,9.4,19.9,7.9,2.8,True,True,True,True,True,0
2025-02,高雄大林,A,A級,高危害,140,15.4,20.7,31.9,2.3,True,True,True,True,True,0
2025-02,高雄大林,B,B級,中危害,152,15.8,20.2,5.4,5.3,True,True,True,True,True,0
2025-02,高雄大林,C,C級,低危害,120,9.4,20.1,8.3,0.9,True,True,True,True,True,0
2025-03,高雄大林,A,A級,高危害,148,15.8,17.2,7.6,5.2,True,False,True,True,False,1
2025-03,高雄大林,B,B級,中危害,152,13.3,19.6,23.3,3.9,True,True,True,True,True,0
2025-03,高雄大林,C,C級,低危害,108,15.9,20.7,14.6,0.4,True,True,True,True,True,0
2025-04,高雄大林,A,A級,高危害,144,17.7,20.0,17.1,3.2,True,True,True,True,True,0
2025-04,高雄大林,B,B級,中危害,158,13.1,20.2,9.2,2.2,True,True,True,True,True,0
2025-04,高雄大林,C,C級,低危害,110,12.7,20.5,10.2,4.0,True,True,True,True,True,0
2025-05,高雄大林,A,A級,高危害,132,20.8,20.0,56.2,3.0,False,True,False,True,False,2
2025-05,高雄大林,B,B級,中危害,152,12.9,20.7,54.6,6.4,True,True,False,True,False,1
2025-05,高雄大林,C,C級,低危害,118,13.1,20.4,9.8,3.2,True,True,True,True,True,0
2025-06,高雄大林,A,A級,高危害,132,26.3,19.4,36.4,1.0,False,True,True,True,False,1
2025-06,高雄大林,B,B級,中危害,134,13.1,20.4,12.3,3.5,True,True,True,True,True,0
2025-06,高雄大林,C,C級,低危害,106,15.9,20.0,5.3,0.6,True,True,True,True,True,0
2025-07,高雄大林,A,A級,高危害,116,21.0,19.6,12.3,3.6,False,True,True,True,False,1
2025-07,高雄大林,B,B級,中危害,126,11.9,20.7,15.9,4.0,True,True,True,True,True,0
2025-07,高雄大林,C,C級,低危害,106,15.0,20.6,11.0,4.1,True,True,True,True,True,0
2025-08,高雄大林,A,A級,高危害,120,19.0,19.9,6.6,0.8,True,True,True,True,True,0
2025-08,高雄大林,B,B級,中危害,132,15.1,20.8,6.8,3.3,True,True,True,True,True,0
2025-08,高雄大林,C,C級,低危害,90,13.5,20.7,4.8,2.8,True,True,True,True,True,0
2025-09,高雄大林,A,A級,高危害,136,16.5,19.2,30.4,2.5,True,True,True,True,True,0
2025-09,高雄大林,B,B級,中危害,124,17.1,20.6,6.4,2.2,True,True,True,True,True,0
2025-09,高雄大林,C,C級,低危害,92,16.5,20.1,8.6,1.7,True,True,True,True,True,0
2025-10,高雄大林,A,A級,高危害,116,15.8,20.5,19.0,10.2,True,True,True,False,False,1
2025-10,高雄大林,B,B級,中危害,124,13.7,20.7,19.1,4.2,True,True,True,True,True,0
2025-10,高雄大林,C,C級,低危害,102,10.3,20.4,10.3,1.7,True,True,True,True,True,0
2025-11,高雄大林,A,A級,高危害,140,15.3,19.8,34.3,4.2,True,True,True,True,True,0
2025-11,高雄大林,B,B級,中危害,138,17.2,20.4,28.2,2.0,True,True,True,True,True,0
2025-11,高雄大林,C,C級,低危害,102,13.9,20.0,12.4,0.9,True,True,True,True,True,0
2025-12,高雄大林,A,A級,高危害,132,23.1,20.1,36.6,6.6,False,True,True,True,False,1
2025-12,高雄大林,B,B級,中危害,136,19.5,20.6,20.4,2.0,True,True,True,True,True,0
2025-12,高雄大林,C,C級,低危害,114,12.6,19.9,17.7,2.2,True,True,True,True,True,0
2026-01,高雄大林,A,A級,高危害,152,26.9,19.8,21.0,3.0,False,True,True,True,False,1
2026-01,高雄大林,B,B級,中危害,154,16.2,20.5,26.0,5.6,True,True,True,True,True,0
2026-01,高雄大林,C,C級,低危害,106,13.9,20.4,9.7,4.7,True,True,True,True,True,0
2026-02,高雄大林,A,A級,高危害,144,17.2,17.3,7.7,2.1,True,False,True,True,False,1
2026-02,高雄大林,B,B級,中危害,162,12.7,20.2,6.9,1.5,True,True,True,True,True,0
2026-02,高雄大林,C,C級,低危害,124,15.3,20.7,7.9,3.2,True,True,True,True,True,0
2026-03,高雄大林,A,A級,高危害,136,22.0,19.4,29.9,8.1,False,True,True,True,False,1
2026-03,高雄大林,B,B級,中危害,156,12.0,20.8,24.3,6.0,True,True,True,True,True,0
2026-03,高雄大林,C,C級,低危害,112,15.6,20.1,21.0,2.4,True,True,True,True,True,0
2026-04,高雄大林,A,A級,高危害,152,21.6,19.8,33.9,0.7,False,True,True,True,False,1
2026-04,高雄大林,B,B級,中危害,158,14.4,20.0,12.8,4.9,True,True,True,True,True,0
2026-04,高雄大林,C,C級,低危害,120,13.7,20.0,4.6,1.8,True,True,True,True,True,0
2026-05,高雄大林,A,A級,高危害,152,23.2,20.0,28.8,6.3,False,True,True,True,False,1
2026-05,高雄大林,B,B級,中危害,146,19.2,20.7,23.4,5.1,True,True,True,True,True,0
2026-05,高雄大林,C,C級,低危害,114,13.1,20.2,17.1,4.3,True,True,True,True,True,0
2026-06,高雄大林,A,A級,高危害,144,18.1,20.6,70.6,2.9,True,True,False,True,False,1
2026-06,高雄大林,B,B級,中危害,146,14.9,20.3,40.2,5.5,True,True,True,True,True,0
2026-06,高雄大林,C,C級,低危害,102,10.0,20.0,9.6,2.4,True,True,True,True,True,0
2026-07,高雄大林,A,A級,高危害,144,19.5,20.0,6.1,15.3,True,True,True,False,False,1
2026-07,高雄大林,B,B級,中危害,130,17.8,20.4,4.5,3.0,True,True,True,True,True,0
2026-07,高雄大林,C,C級,低危害,106,12.8,20.7,21.5,2.0,True,True,True,True,True,0
2026-08,高雄大林,A,A級,高危害,128,26.6,19.7,5.7,4.3,False,True,True,True,False,1
2026-08,高雄大林,B,B級,中危害,134,18.4,19.9,14.1,5.2,True,True,True,True,True,0
2026-08,高雄大林,C,C級,低危害,98,14.5,20.8,12.7,4.4,True,True,True,True,True,0
2026-09,高雄大林,A,A級,高危害,120,23.3,19.5,16.9,1.4,False,True,True,True,False,1
2026-09,高雄大林,B,B級,中危害,124,18.7,19.8,25.5,3.1,True,True,True,True,True,0
2026-09,高雄大林,C,C級,低危害,102,15.1,20.5,6.2,1.6,True,True,True,True,True,0
2026-10,高雄大林,A,A級,高危害,124,22.0,19.4,20.4,3.1,False,True,True,True,False,1
2026-10,高雄大林,B,B級,中危害,132,15.3,20.2,5.6,3.8,True,True,True,True,True,0
2026-10,高雄大林,C,C級,低危害,96,15.9,20.4,9.9,0.5,True,True,True,True,True,0
2026-11,高雄大林,A,A級,高危害,120,18.6,19.2,5.5,8.6,True,True,True,True,True,0
2026-11,高雄大林,B,B級,中危害,134,13.6,20.3,13.6,3.8,True,True,True,True,True,0
2026-11,高雄大林,C,C級,低危害,104,16.6,20.8,22.1,1.5,True,True,True,True,True,0
2026-12,高雄大林,A,A級,高危害,144,16.1,20.2,35.5,3.1,True,True,True,True,True,0
2026-12,高雄大林,B,B級,中危害,146,19.3,20.1,12.4,3.5,True,True,True,True,True,0
2026-12,高雄大林,C,C級,低危害,112,12.1,20.0,10.1,4.2,True,True,True,True,True,0
2024-01,高雄林園,A,A級,高危害,128,17.6,20.0,6.5,7.9,True,True,True,True,True,0
2024-01,高雄林園,B,B級,中危害,126,13.9,19.8,16.3,3.6,True,True,True,True,True,0
2024-01,高雄林園,C,C級,低危害,106,12.3,20.7,20.7,4.4,True,True,True,True,True,0
2024-02,高雄林園,A,A級,高危害,120,15.4,19.6,16.3,7.8,True,True,True,True,True,0
2024-02,高雄林園,B,B級,中危害,138,18.8,20.6,21.8,5.2,True,True,True,True,True,0
2024-02,高雄林園,C,C級,低危害,110,14.2,20.5,20.4,1.5,True,True,True,True,True,0
2024-03,高雄林園,A,A級,高危害,132,17.3,19.6,27.5,7.0,True,True,True,True,True,0
2024-03,高雄林園,B,B級,中危害,144,16.0,20.5,17.4,2.5,True,True,True,True,True,0
2024-03,高雄林園,C,C級,低危害,96,14.2,20.1,18.7,2.8,True,True,True,True,True,0
2024-04,高雄林園,A,A級,高危害,128,14.6,19.8,11.6,2.7,True,True,True,True,True,0
2024-04,高雄林園,B,B級,中危害,136,13.0,20.1,24.8,3.3,True,True,True,True,True,0
2024-04,高雄林園,C,C級,低危害,108,13.3,20.6,9.2,3.8,True,True,True,True,True,0
2024-05,高雄林園,A,A級,高危害,116,24.9,18.5,65.8,7.9,False,True,False,True,False,2
2024-05,高雄林園,B,B級,中危害,134,12.1,20.5,39.8,4.2,True,True,True,True,True,0
2024-05,高雄林園,C,C級,低危害,100,9.1,20.0,5.2,1.2,True,True,True,True,True,0
2024-06,高雄林園,A,A級,高危害,116,16.0,19.4,4.3,3.2,True,True,True,True,True,0
2024-06,高雄林園,B,B級,中危害,122,15.4,19.9,26.5,4.0,True,True,True,True,True,0
2024-06,高雄林園,C,C級,低危害,98,15.2,20.8,10.3,2.0,True,True,True,True,True,0
2024-07,高雄林園,A,A級,高危害,124,21.6,19.5,20.6,6.4,False,True,True,True,False,1
2024-07,高雄林園,B,B級,中危害,114,16.7,20.3,10.3,2.2,True,True,True,True,True,0
2024-07,高雄林園,C,C級,低危害,92,14.9,20.3,17.3,3.7,True,True,True,True,True,0
2024-08,高雄林園,A,A級,高危害,120,15.7,20.2,18.9,6.0,True,True,True,True,True,0
2024-08,高雄林園,B,B級,中危害,108,18.4,19.6,11.4,5.4,True,True,True,True,True,0
2024-08,高雄林園,C,C級,低危害,86,11.3,20.4,16.4,2.8,True,True,True,True,True,0
2024-09,高雄林園,A,A級,高危害,124,14.6,19.1,6.6,0.6,True,True,True,True,True,0
2024-09,高雄林園,B,B級,中危害,118,11.8,19.6,19.4,2.4,True,True,True,True,True,0
2024-09,高雄林園,C,C級,低危害,86,16.6,20.7,4.5,2.3,True,True,True,True,True,0
2024-10,高雄林園,A,A級,高危害,96,15.6,20.4,24.0,6.9,True,True,True,True,True,0
2024-10,高雄林園,B,B級,中危害,118,14.0,20.6,21.0,3.4,True,True,True,True,True,0
2024-10,高雄林園,C,C級,低危害,82,10.5,20.2,18.3,3.4,True,True,True,True,True,0
2024-11,高雄林園,A,A級,高危害,120,16.1,19.3,8.2,7.8,True,True,True,True,True,0
2024-11,高雄林園,B,B級,中危害,124,12.1,19.6,21.7,1.4,True,True,True,True,True,0
2024-11,高雄林園,C,C級,低危害,90,15.7,20.7,20.4,4.1,True,True,True,True,True,0
2024-12,高雄林園,A,A級,高危害,112,26.7,20.7,29.9,7.1,False,True,True,True,False,1
2024-12,高雄林園,B,B級,中危害,124,18.1,20.1,8.0,2.1,True,True,True,True,True,0
2024-12,高雄林園,C,C級,低危害,102,9.0,20.1,18.8,1.5,True,True,True,True,True,0
2025-01,高雄林園,A,A級,高危害,120,20.0,19.6,35.8,6.3,False,True,True,True,False,1
2025-01,高雄林園,B,B級,中危害,130,18.2,20.1,18.1,2.2,True,True,True,True,True,0
2025-01,高雄林園,C,C級,低危害,98,14.2,19.9,17.1,3.6,True,True,True,True,True,0
2025-02,高雄林園,A,A級,高危害,116,18.2,20.6,16.7,12.5,True,True,True,False,False,1
2025-02,高雄林園,B,B級,中危害,146,17.5,20.2,15.3,3.4,True,True,True,True,True,0
2025-02,高雄林園,C,C級,低危害,112,9.8,20.4,15.2,2.0,True,True,True,True,True,0
2025-03,高雄林園,A,A級,高危害,128,22.1,19.7,14.0,2.3,False,True,True,True,False,1
2025-03,高雄林園,B,B級,中危害,142,14.5,20.4,7.9,6.1,True,True,True,True,True,0
2025-03,高雄林園,C,C級,低危害,106,13.8,20.5,8.1,0.4,True,True,True,True,True,0
2025-04,高雄林園,A,A級,高危害,128,18.7,17.7,20.4,7.6,True,False,True,True,False,1
2025-04,高雄林園,B,B級,中危害,146,18.5,20.0,8.0,1.7,True,True,True,True,True,0
2025-04,高雄林園,C,C級,低危害,110,12.8,20.3,19.8,2.0,True,True,True,True,True,0
2025-05,高雄林園,A,A級,高危害,120,21.3,20.2,26.7,0.7,False,True,True,True,False,1
2025-05,高雄林園,B,B級,中危害,134,13.0,19.8,17.6,5.1,True,True,True,True,True,0
2025-05,高雄林園,C,C級,低危害,102,11.6,20.2,4.6,1.0,True,True,True,True,True,0
2025-06,高雄林園,A,A級,高危害,124,20.9,19.5,51.4,3.1,False,True,False,True,False,2
2025-06,高雄林園,B,B級,中危害,124,11.2,20.5,62.2,0.4,True,True,False,True,False,1
2025-06,高雄林園,C,C級,低危害,92,14.6,20.5,9.9,3.3,True,True,True,True,True,0
2025-07,高雄林園,A,A級,高危害,120,25.4,19.7,17.0,1.8,False,True,True,True,False,1
2025-07,高雄林園,B,B級,中危害,120,17.8,19.6,8.7,4.1,True,True,True,True,True,0
2025-07,高雄林園,C,C級,低危害,96,13.8,20.4,7.1,1.7,True,True,True,True,True,0
2025-08,高雄林園,A,A級,高危害,116,15.4,20.4,22.1,5.7,True,True,True,True,True,0
2025-08,高雄林園,B,B級,中危害,120,16.5,20.2,17.7,2.5,True,True,True,True,True,0
2025-08,高雄林園,C,C級,低危害,94,10.4,20.3,15.8,4.2,True,True,True,True,True,0
2025-09,高雄林園,A,A級,高危害,108,21.0,20.1,19.6,4.5,False,True,True,True,False,1
2025-09,高雄林園,B,B級,中危害,118,14.9,19.6,5.2,2.6,True,True,True,True,True,0
2025-09,高雄林園,C,C級,低危害,92,12.0,20.4,13.2,4.4,True,True,True,True,True,0
2025-10,高雄林園,A,A級,高危害,108,18.9,19.9,17.2,4.5,True,True,True,True,True,0
2025-10,高雄林園,B,B級,中危害,122,18.7,19.8,21.9,4.4,True,True,True,True,True,0
2025-10,高雄林園,C,C級,低危害,96,12.9,20.4,13.1,0.6,True,True,True,True,True,0
2025-11,高雄林園,A,A級,高危害,100,20.0,19.7,13.1,10.3,False,True,True,False,False,2
2025-11,高雄林園,B,B級,中危害,116,15.7,20.1,27.7,1.0,True,True,True,True,True,0
2025-11,高雄林園,C,C級,低危害,94,14.0,20.5,10.3,3.3,True,True,True,True,True,0
2025-12,高雄林園,A,A級,高危害,116,17.5,19.3,18.2,5.9,True,True,True,True,True,0
2025-12,高雄林園,B,B級,中危害,130,12.4,19.6,12.4,0.8,True,True,True,True,True,0
2025-12,高雄林園,C,C級,低危害,96,15.6,20.4,16.2,1.3,True,True,True,True,True,0
2026-01,高雄林園,A,A級,高危害,140,21.4,20.7,13.3,1.1,False,True,True,True,False,1
2026-01,高雄林園,B,B級,中危害,144,13.4,20.6,23.9,1.9,True,True,True,True,True,0
2026-01,高雄林園,C,C級,低危害,104,9.1,20.5,5.5,2.4,True,True,True,True,True,0
2026-02,高雄林園,A,A級,高危害,128,26.3,20.1,5.2,6.5,False,True,True,True,False,1
2026-02,高雄林園,B,B級,中危害,134,19.2,20.7,7.4,1.3,True,True,True,True,True,0
2026-02,高雄林園,C,C級,低危害,102,11.8,20.8,17.5,3.4,True,True,True,True,True,0
2026-03,高雄林園,A,A級,高危害,140,19.7,18.1,10.9,2.7,True,True,True,True,True,0
2026-03,高雄林園,B,B級,中危害,138,15.4,20.2,14.4,5.6,True,True,True,True,True,0
2026-03,高雄林園,C,C級,低危害,112,11.1,20.6,9.1,4.0,True,True,True,True,True,0
2026-04,高雄林園,A,A級,高危害,140,20.5,19.9,22.3,2.7,False,True,True,True,False,1
2026-04,高雄林園,B,B級,中危害,146,13.7,20.7,18.4,1.8,True,True,True,True,True,0
2026-04,高雄林園,C,C級,低危害,110,12.7,20.3,9.0,4.2,True,True,True,True,True,0
2026-05,高雄林園,A,A級,高危害,132,17.0,20.4,21.9,7.7,True,True,True,True,True,0
2026-05,高雄林園,B,B級,中危害,140,13.4,20.7,27.2,4.3,True,True,True,True,True,0
2026-05,高雄林園,C,C級,低危害,96,10.7,20.3,20.1,0.7,True,True,True,True,True,0
2026-06,高雄林園,A,A級,高危害,128,19.4,20.5,10.2,1.5,True,True,True,True,True,0
2026-06,高雄林園,B,B級,中危害,138,13.3,20.3,25.4,1.5,True,True,True,True,True,0
2026-06,高雄林園,C,C級,低危害,96,10.0,20.6,6.4,1.1,True,True,True,True,True,0
2026-07,高雄林園,A,A級,高危害,124,17.7,20.7,51.2,7.0,True,True,False,True,False,1
2026-07,高雄林園,B,B級,中危害,132,13.3,19.9,44.5,5.1,True,True,True,True,True,0
2026-07,高雄林園,C,C級,低危害,88,8.9,20.5,18.6,2.1,True,True,True,True,True,0
2026-08,高雄林園,A,A級,高危害,104,20.8,19.6,27.0,7.4,False,True,True,True,False,1
2026-08,高雄林園,B,B級,中危害,120,18.4,20.6,20.5,5.8,True,True,True,True,True,0
2026-08,高雄林園,C,C級,低危害,92,14.4,20.2,4.1,2.8,True,True,True,True,True,0
2026-09,高雄林園,A,A級,高危害,120,26.1,20.4,32.9,1.1,False,True,True,True,False,1
2026-09,高雄林園,B,B級,中危害,126,13.3,20.4,22.1,3.7,True,True,True,True,True,0
2026-09,高雄林園,C,C級,低危害,92,10.3,20.0,5.6,3.2,True,True,True,True,True,0
2026-10,高雄林園,A,A級,高危害,96,18.3,19.2,11.6,5.8,True,True,True,True,True,0
2026-10,高雄林園,B,B級,中危害,122,14.4,20.1,7.6,0.8,True,True,True,True,True,0
2026-10,高雄林園,C,C級,低危害,90,16.2,20.6,16.1,2.5,True,True,True,True,True,0
2026-11,高雄林園,A,A級,高危害,120,20.3,20.8,26.9,7.0,False,True,True,True,False,1
2026-11,高雄林園,B,B級,中危害,126,13.1,19.9,12.6,4.2,True,True,True,True,True,0
2026-11,高雄林園,C,C級,低危害,90,8.8,20.2,18.6,2.3,True,True,True,True,True,0
2026-12,高雄林園,A,A級,高危害,108,15.8,19.4,35.8,5.2,True,True,True,True,True,0
2026-12,高雄林園,B,B級,中危害,138,16.7,20.6,24.2,0.5,True,True,True,True,True,0
2026-12,高雄林園,C,C級,低危害,98,15.0,19.9,14.6,2.6,True,True,True,True,True,0
