"month","plant","module_id","module_name","check_item","permit_count","check_count","pass_count","defect_count","critical_defect_count","open_defect_count","overdue_defect_count","pass_rate","risk_score","risk_level"
"2025-05","桃園","permit","許可基本資料","作業分級正確","101","101","99","2","0","1","0","0.9802","7","低"
"2025-05","桃園","permit","許可基本資料","核准工作時間明確","101","101","98","3","0","1","0","0.9703","9","低"
"2025-05","桃園","permit","許可基本資料","回簽資料完整","101","96","93","3","0","1","0","0.9688","9","低"
"2025-05","桃園","workType","作業分級與工作項目","動火/非動火判定正確","101","101","97","4","1","1","0","0.9604","19","中"
"2025-05","桃園","workType","作業分級與工作項目","A/B/C級作業判定正確","101","97","94","3","1","1","0","0.9691","17","低"
"2025-05","桃園","workType","作業分級與工作項目","附加檢點表適用","101","102","98","4","0","1","0","0.9608","11","低"
"2025-05","桃園","workType","作業分級與工作項目","延時工作經核准","101","92","89","3","0","1","0","0.9674","9","低"
"2025-05","桃園","contractor","承攬商與人員資格","施工人員名冊完整","101","97","93","4","1","2","0","0.9588","22","中"
"2025-05","桃園","contractor","承攬商與人員資格","工地負責人到場","101","89","85","4","1","2","0","0.9551","22","中"
"2025-05","桃園","contractor","承攬商與人員資格","安衛人員到場","101","96","93","3","1","1","0","0.9688","17","低"
"2025-05","桃園","contractor","承攬商與人員資格","特殊作業主管資格符合","101","94","90","4","1","1","0","0.9574","19","中"
"2025-05","桃園","hazardNotice","危害告知","承攬商已知悉注意事項","101","94","92","2","0","0","0","0.9787","4","低"
"2025-05","桃園","hazardNotice","危害告知","施工人員完成危害告知","101","87","85","2","0","1","0","0.977","7","低"
"2025-05","桃園","hazardNotice","危害告知","勤前教育紀錄完整","101","97","94","3","0","1","0","0.9691","9","低"
"2025-05","桃園","hazardNotice","危害告知","緊急聯絡資訊明確","101","102","99","3","0","1","0","0.9706","9","低"
"2025-05","桃園","isolation","環境安全隔離","設備管線已釋壓清洗","101","96","92","4","1","1","0","0.9583","19","中"
"2025-05","桃園","isolation","環境安全隔離","進出口已關斷/盲封/掛牌","101","100","96","4","1","1","0","0.96","19","中"
"2025-05","桃園","isolation","環境安全隔離","電源隔離加鎖掛牌","101","85","82","3","1","1","0","0.9647","17","低"
"2025-05","桃園","isolation","環境安全隔離","暗溝陰井已堵塞密封","101","89","85","4","1","1","0","0.9551","19","中"
"2025-05","桃園","gas","氣體偵測","可燃性氣體低於20%LEL","101","94","90","4","1","1","0","0.9574","19","中"
"2025-05","桃園","gas","氣體偵測","氧氣濃度符合標準","101","94","90","4","1","1","0","0.9574","19","中"
"2025-05","桃園","gas","氣體偵測","有害氣體低於容許濃度","101","103","99","4","1","1","0","0.9612","19","中"
"2025-05","桃園","gas","氣體偵測","上下午或連續測定紀錄完整","101","95","91","4","1","1","0","0.9579","19","中"
"2025-05","桃園","fireExplosion","消防與防爆設備","20型滅火器配置足夠","101","86","83","3","1","1","0","0.9651","17","低"
"2025-05","桃園","fireExplosion","消防與防爆設備","防爆電氣設備符合","101","85","82","3","1","1","0","0.9647","17","低"
"2025-05","桃園","fireExplosion","消防與防爆設備","安全工具使用正確","101","83","80","3","1","1","0","0.9639","17","低"
"2025-05","桃園","fireExplosion","消防與防爆設備","消防水帶或防火措施到位","101","97","93","4","1","2","1","0.9588","27","中"
"2025-05","桃園","ppeHeight","PPE與高處防墜","個人防護具穿戴正確","101","89","85","4","1","1","0","0.9551","19","中"
"2025-05","桃園","ppeHeight","PPE與高處防墜","安全帶/安全母索使用","101","90","86","4","1","2","1","0.9556","27","中"
"2025-05","桃園","ppeHeight","PPE與高處防墜","施工架檢點合格","101","87","84","3","1","1","0","0.9655","17","低"
"2025-05","桃園","ppeHeight","PPE與高處防墜","安全網或工作平台設置","101","100","96","4","1","1","0","0.96","19","中"
"2025-05","桃園","patrol","巡查會簽","轄區檢點簽認","101","86","83","3","1","1","0","0.9651","17","低"
"2025-05","桃園","patrol","巡查會簽","監造巡查簽認","101","88","85","3","1","1","0","0.9659","17","低"
"2025-05","桃園","patrol","巡查會簽","安衛人員巡查紀錄","101","94","91","3","0","1","0","0.9681","9","低"
"2025-05","桃園","patrol","巡查會簽","異常已即時通知","101","83","80","3","0","1","0","0.9639","9","低"
"2025-05","桃園","closeout","收工回簽與現場紀錄","環境整理完成","101","98","95","3","0","1","0","0.9694","9","低"
"2025-05","桃園","closeout","收工回簽與現場紀錄","施工前後照片完整","101","93","90","3","0","1","0","0.9677","9","低"
"2025-05","桃園","closeout","收工回簽與現場紀錄","氣體偵測照片上傳","101","88","84","4","0","2","1","0.9545","19","中"
"2025-05","桃園","closeout","收工回簽與現場紀錄","改善事項結案佐證完整","101","102","99","3","0","1","0","0.9706","9","低"
"2025-06","桃園","permit","許可基本資料","工作內容與地點完整","100","85","83","2","0","1","0","0.9765","7","低"
"2025-06","桃園","permit","許可基本資料","作業分級正確","100","99","96","3","0","1","0","0.9697","9","低"
"2025-06","桃園","permit","許可基本資料","核准工作時間明確","100","100","97","3","1","1","0","0.97","17","低"
"2025-06","桃園","permit","許可基本資料","回簽資料完整","100","87","84","3","0","1","0","0.9655","9","低"
"2025-06","桃園","workType","作業分級與工作項目","動火/非動火判定正確","100","97","95","2","0","1","0","0.9794","7","低"
"2025-06","桃園","workType","作業分級與工作項目","A/B/C級作業判定正確","100","94","91","3","0","1","0","0.9681","9","低"
"2025-06","桃園","workType","作業分級與工作項目","附加檢點表適用","100","93","90","3","1","1","0","0.9677","17","低"
"2025-06","桃園","workType","作業分級與工作項目","延時工作經核准","100","95","92","3","0","1","0","0.9684","9","低"
"2025-06","桃園","contractor","承攬商與人員資格","施工人員名冊完整","100","96","92","4","1","1","0","0.9583","19","中"
"2025-06","桃園","contractor","承攬商與人員資格","工地負責人到場","100","89","85","4","1","2","1","0.9551","27","中"
"2025-06","桃園","contractor","承攬商與人員資格","安衛人員到場","100","87","84","3","0","1","0","0.9655","9","低"
"2025-06","桃園","contractor","承攬商與人員資格","特殊作業主管資格符合","100","93","89","4","1","2","1","0.957","27","中"
"2025-06","桃園","hazardNotice","危害告知","承攬商已知悉注意事項","100","100","97","3","0","1","0","0.97","9","低"
"2025-06","桃園","hazardNotice","危害告知","施工人員完成危害告知","100","96","93","3","0","1","0","0.9688","9","低"
"2025-06","桃園","hazardNotice","危害告知","勤前教育紀錄完整","100","87","85","2","0","1","0","0.977","7","低"
"2025-06","桃園","hazardNotice","危害告知","緊急聯絡資訊明確","100","98","95","3","0","1","0","0.9694","9","低"
"2025-06","桃園","isolation","環境安全隔離","設備管線已釋壓清洗","100","100","96","4","1","2","1","0.96","27","中"
"2025-06","桃園","isolation","環境安全隔離","進出口已關斷/盲封/掛牌","100","84","80","4","1","1","0","0.9524","19","中"
"2025-06","桃園","isolation","環境安全隔離","電源隔離加鎖掛牌","100","98","94","4","1","1","0","0.9592","19","中"
"2025-06","桃園","isolation","環境安全隔離","暗溝陰井已堵塞密封","100","86","82","4","1","2","0","0.9535","22","中"
"2025-06","桃園","gas","氣體偵測","可燃性氣體低於20%LEL","100","97","93","4","1","2","0","0.9588","22","中"
"2025-06","桃園","gas","氣體偵測","氧氣濃度符合標準","100","88","84","4","1","2","1","0.9545","27","中"
"2025-06","桃園","gas","氣體偵測","有害氣體低於容許濃度","100","87","82","5","1","1","0","0.9425","21","中"
"2025-06","桃園","gas","氣體偵測","上下午或連續測定紀錄完整","100","95","91","4","1","2","0","0.9579","22","中"
"2025-06","桃園","fireExplosion","消防與防爆設備","20型滅火器配置足夠","100","85","80","5","1","1","0","0.9412","21","中"
"2025-06","桃園","fireExplosion","消防與防爆設備","防爆電氣設備符合","100","92","88","4","1","2","1","0.9565","27","中"
"2025-06","桃園","fireExplosion","消防與防爆設備","安全工具使用正確","100","101","96","5","2","1","0","0.9505","29","中"
"2025-06","桃園","fireExplosion","消防與防爆設備","消防水帶或防火措施到位","100","98","93","5","1","1","0","0.949","21","中"
"2025-06","桃園","ppeHeight","PPE與高處防墜","個人防護具穿戴正確","100","93","90","3","1","1","0","0.9677","17","低"
"2025-06","桃園","ppeHeight","PPE與高處防墜","安全帶/安全母索使用","100","87","83","4","1","2","0","0.954","22","中"
"2025-06","桃園","ppeHeight","PPE與高處防墜","施工架檢點合格","100","97","93","4","1","2","1","0.9588","27","中"
"2025-06","桃園","ppeHeight","PPE與高處防墜","安全網或工作平台設置","100","87","83","4","1","2","1","0.954","27","中"
"2025-06","桃園","patrol","巡查會簽","轄區檢點簽認","100","95","91","4","0","2","0","0.9579","14","低"
"2025-06","桃園","patrol","巡查會簽","監造巡查簽認","100","87","84","3","0","1","0","0.9655","9","低"
"2025-06","桃園","patrol","巡查會簽","安衛人員巡查紀錄","100","83","80","3","0","1","0","0.9639","9","低"
"2025-06","桃園","patrol","巡查會簽","異常已即時通知","100","86","83","3","0","1","0","0.9651","9","低"
"2025-06","桃園","closeout","收工回簽與現場紀錄","環境整理完成","100","96","93","3","0","1","0","0.9688","9","低"
"2025-06","桃園","closeout","收工回簽與現場紀錄","施工前後照片完整","100","94","90","4","1","1","0","0.9574","19","中"
"2025-06","桃園","closeout","收工回簽與現場紀錄","氣體偵測照片上傳","100","98","94","4","1","2","1","0.9592","27","中"
"2025-06","桃園","closeout","收工回簽與現場紀錄","改善事項結案佐證完整","100","88","85","3","0","1","0","0.9659","9","低"
"2025-07","桃園","permit","許可基本資料","工作內容與地點完整","99","92","90","2","0","1","0","0.9783","7","低"
"2025-07","桃園","permit","許可基本資料","作業分級正確","99","86","83","3","0","1","0","0.9651","9","低"
"2025-07","桃園","permit","許可基本資料","核准工作時間明確","99","96","94","2","0","1","0","0.9792","7","低"
"2025-07","桃園","permit","許可基本資料","回簽資料完整","99","85","83","2","0","1","0","0.9765","7","低"
"2025-07","桃園","workType","作業分級與工作項目","動火/非動火判定正確","99","87","84","3","0","1","0","0.9655","9","低"
"2025-07","桃園","workType","作業分級與工作項目","A/B/C級作業判定正確","99","93","91","2","0","1","0","0.9785","7","低"
"2025-07","桃園","workType","作業分級與工作項目","附加檢點表適用","99","98","95","3","1","1","0","0.9694","17","低"
"2025-07","桃園","workType","作業分級與工作項目","延時工作經核准","99","83","80","3","0","1","0","0.9639","9","低"
"2025-07","桃園","contractor","承攬商與人員資格","施工人員名冊完整","99","96","92","4","1","1","0","0.9583","19","中"
"2025-07","桃園","contractor","承攬商與人員資格","工地負責人到場","99","94","91","3","0","1","0","0.9681","9","低"
"2025-07","桃園","contractor","承攬商與人員資格","安衛人員到場","99","84","81","3","1","1","0","0.9643","17","低"
"2025-07","桃園","contractor","承攬商與人員資格","特殊作業主管資格符合","99","86","83","3","0","1","0","0.9651","9","低"
"2025-07","桃園","hazardNotice","危害告知","承攬商已知悉注意事項","99","85","83","2","0","1","0","0.9765","7","低"
"2025-07","桃園","hazardNotice","危害告知","施工人員完成危害告知","99","100","97","3","0","1","0","0.97","9","低"
"2025-07","桃園","hazardNotice","危害告知","勤前教育紀錄完整","99","90","88","2","0","1","0","0.9778","7","低"
"2025-07","桃園","hazardNotice","危害告知","緊急聯絡資訊明確","99","95","92","3","0","1","0","0.9684","9","低"
"2025-07","桃園","isolation","環境安全隔離","設備管線已釋壓清洗","99","97","92","5","2","1","0","0.9485","29","中"
"2025-07","桃園","isolation","環境安全隔離","進出口已關斷/盲封/掛牌","99","86","81","5","1","1","0","0.9419","21","中"
"2025-07","桃園","isolation","環境安全隔離","電源隔離加鎖掛牌","99","86","82","4","1","2","1","0.9535","27","中"
"2025-07","桃園","isolation","環境安全隔離","暗溝陰井已堵塞密封","99","95","90","5","2","2","1","0.9474","37","中"
"2025-07","桃園","gas","氣體偵測","可燃性氣體低於20%LEL","99","99","94","5","2","1","0","0.9495","29","中"
"2025-07","桃園","gas","氣體偵測","氧氣濃度符合標準","99","86","82","4","1","2","0","0.9535","22","中"
"2025-07","桃園","gas","氣體偵測","有害氣體低於容許濃度","99","93","90","3","1","1","0","0.9677","17","低"
"2025-07","桃園","gas","氣體偵測","上下午或連續測定紀錄完整","99","96","92","4","1","2","1","0.9583","27","中"
"2025-07","桃園","fireExplosion","消防與防爆設備","20型滅火器配置足夠","99","86","83","3","1","1","0","0.9651","17","低"
"2025-07","桃園","fireExplosion","消防與防爆設備","防爆電氣設備符合","99","100","95","5","1","2","0","0.95","24","中"
"2025-07","桃園","fireExplosion","消防與防爆設備","安全工具使用正確","99","99","95","4","1","2","1","0.9596","27","中"
"2025-07","桃園","fireExplosion","消防與防爆設備","消防水帶或防火措施到位","99","99","94","5","2","1","0","0.9495","29","中"
"2025-07","桃園","ppeHeight","PPE與高處防墜","個人防護具穿戴正確","99","93","89","4","1","2","0","0.957","22","中"
"2025-07","桃園","ppeHeight","PPE與高處防墜","安全帶/安全母索使用","99","93","89","4","1","1","0","0.957","19","中"
"2025-07","桃園","ppeHeight","PPE與高處防墜","施工架檢點合格","99","100","95","5","1","2","0","0.95","24","中"
"2025-07","桃園","ppeHeight","PPE與高處防墜","安全網或工作平台設置","99","92","87","5","1","2","1","0.9457","29","中"
"2025-07","桃園","patrol","巡查會簽","轄區檢點簽認","99","96","93","3","0","1","0","0.9688","9","低"
"2025-07","桃園","patrol","巡查會簽","監造巡查簽認","99","93","90","3","1","1","0","0.9677","17","低"
"2025-07","桃園","patrol","巡查會簽","安衛人員巡查紀錄","99","83","80","3","0","1","0","0.9639","9","低"
"2025-07","桃園","patrol","巡查會簽","異常已即時通知","99","100","97","3","1","1","0","0.97","17","低"
"2025-07","桃園","closeout","收工回簽與現場紀錄","環境整理完成","99","86","82","4","1","2","1","0.9535","27","中"
"2025-07","桃園","closeout","收工回簽與現場紀錄","施工前後照片完整","99","93","90","3","1","1","0","0.9677","17","低"
"2025-07","桃園","closeout","收工回簽與現場紀錄","氣體偵測照片上傳","99","100","97","3","0","1","0","0.97","9","低"
"2025-07","桃園","closeout","收工回簽與現場紀錄","改善事項結案佐證完整","99","83","80","3","1","1","0","0.9639","17","低"
"2025-08","桃園","permit","許可基本資料","工作內容與地點完整","90","75","73","2","0","0","0","0.9733","4","低"
"2025-08","桃園","permit","許可基本資料","作業分級正確","90","87","85","2","0","1","0","0.977","7","低"
"2025-08","桃園","permit","許可基本資料","核准工作時間明確","90","74","72","2","0","1","0","0.973","7","低"
"2025-08","桃園","permit","許可基本資料","回簽資料完整","90","88","86","2","0","1","0","0.9773","7","低"
"2025-08","桃園","workType","作業分級與工作項目","動火/非動火判定正確","90","74","71","3","0","1","0","0.9595","9","低"
"2025-08","桃園","workType","作業分級與工作項目","A/B/C級作業判定正確","90","74","71","3","1","1","0","0.9595","17","低"
"2025-08","桃園","workType","作業分級與工作項目","附加檢點表適用","90","86","84","2","0","1","0","0.9767","7","低"
"2025-08","桃園","workType","作業分級與工作項目","延時工作經核准","90","89","86","3","0","1","0","0.9663","9","低"
"2025-08","桃園","contractor","承攬商與人員資格","施工人員名冊完整","90","81","78","3","0","1","0","0.963","9","低"
"2025-08","桃園","contractor","承攬商與人員資格","工地負責人到場","90","90","87","3","0","1","0","0.9667","9","低"
"2025-08","桃園","contractor","承攬商與人員資格","安衛人員到場","90","82","79","3","0","1","0","0.9634","9","低"
"2025-08","桃園","contractor","承攬商與人員資格","特殊作業主管資格符合","90","76","74","2","0","1","0","0.9737","7","低"
"2025-08","桃園","hazardNotice","危害告知","承攬商已知悉注意事項","90","74","72","2","0","1","0","0.973","7","低"
"2025-08","桃園","hazardNotice","危害告知","施工人員完成危害告知","90","87","85","2","0","1","0","0.977","7","低"
"2025-08","桃園","hazardNotice","危害告知","勤前教育紀錄完整","90","83","81","2","0","1","0","0.9759","7","低"
"2025-08","桃園","hazardNotice","危害告知","緊急聯絡資訊明確","90","80","78","2","0","0","0","0.975","4","低"
"2025-08","桃園","isolation","環境安全隔離","設備管線已釋壓清洗","90","80","76","4","1","2","1","0.95","27","中"
"2025-08","桃園","isolation","環境安全隔離","進出口已關斷/盲封/掛牌","90","90","87","3","1","1","0","0.9667","17","低"
"2025-08","桃園","isolation","環境安全隔離","電源隔離加鎖掛牌","90","91","87","4","1","2","0","0.956","22","中"
"2025-08","桃園","isolation","環境安全隔離","暗溝陰井已堵塞密封","90","84","81","3","1","1","0","0.9643","17","低"
"2025-08","桃園","gas","氣體偵測","可燃性氣體低於20%LEL","90","76","73","3","1","1","0","0.9605","17","低"
"2025-08","桃園","gas","氣體偵測","氧氣濃度符合標準","90","91","86","5","1","2","0","0.9451","24","中"
"2025-08","桃園","gas","氣體偵測","有害氣體低於容許濃度","90","75","71","4","1","2","1","0.9467","27","中"
"2025-08","桃園","gas","氣體偵測","上下午或連續測定紀錄完整","90","86","81","5","1","2","1","0.9419","29","中"
"2025-08","桃園","fireExplosion","消防與防爆設備","20型滅火器配置足夠","90","89","86","3","1","1","0","0.9663","17","低"
"2025-08","桃園","fireExplosion","消防與防爆設備","防爆電氣設備符合","90","84","80","4","1","1","0","0.9524","19","中"
"2025-08","桃園","fireExplosion","消防與防爆設備","安全工具使用正確","90","90","86","4","1","2","1","0.9556","27","中"
"2025-08","桃園","fireExplosion","消防與防爆設備","消防水帶或防火措施到位","90","92","87","5","1","2","1","0.9457","29","中"
"2025-08","桃園","ppeHeight","PPE與高處防墜","個人防護具穿戴正確","90","92","89","3","1","1","0","0.9674","17","低"
"2025-08","桃園","ppeHeight","PPE與高處防墜","安全帶/安全母索使用","90","89","84","5","2","2","1","0.9438","37","中"
"2025-08","桃園","ppeHeight","PPE與高處防墜","施工架檢點合格","90","89","85","4","1","1","0","0.9551","19","中"
"2025-08","桃園","ppeHeight","PPE與高處防墜","安全網或工作平台設置","90","78","75","3","1","1","0","0.9615","17","低"
"2025-08","桃園","patrol","巡查會簽","轄區檢點簽認","90","77","75","2","0","1","0","0.974","7","低"
"2025-08","桃園","patrol","巡查會簽","監造巡查簽認","90","90","87","3","0","1","0","0.9667","9","低"
"2025-08","桃園","patrol","巡查會簽","安衛人員巡查紀錄","90","85","82","3","1","1","0","0.9647","17","低"
"2025-08","桃園","patrol","巡查會簽","異常已即時通知","90","83","80","3","0","1","0","0.9639","9","低"
"2025-08","桃園","closeout","收工回簽與現場紀錄","環境整理完成","90","86","83","3","1","1","0","0.9651","17","低"
"2025-08","桃園","closeout","收工回簽與現場紀錄","施工前後照片完整","90","83","80","3","0","1","0","0.9639","9","低"
"2025-08","桃園","closeout","收工回簽與現場紀錄","氣體偵測照片上傳","90","77","74","3","0","1","0","0.961","9","低"
"2025-08","桃園","closeout","收工回簽與現場紀錄","改善事項結案佐證完整","90","89","86","3","0","1","0","0.9663","9","低"
"2025-09","桃園","permit","許可基本資料","工作內容與地點完整","98","81","79","2","0","0","0","0.9753","4","低"
"2025-09","桃園","permit","許可基本資料","作業分級正確","98","86","83","3","1","1","0","0.9651","17","低"
"2025-09","桃園","permit","許可基本資料","核准工作時間明確","98","83","81","2","0","1","0","0.9759","7","低"
"2025-09","桃園","permit","許可基本資料","回簽資料完整","98","96","94","2","0","0","0","0.9792","4","低"
"2025-09","桃園","workType","作業分級與工作項目","動火/非動火判定正確","98","88","86","2","0","1","0","0.9773","7","低"
"2025-09","桃園","workType","作業分級與工作項目","A/B/C級作業判定正確","98","85","82","3","1","1","0","0.9647","17","低"
"2025-09","桃園","workType","作業分級與工作項目","附加檢點表適用","98","87","85","2","0","1","0","0.977","7","低"
"2025-09","桃園","workType","作業分級與工作項目","延時工作經核准","98","95","91","4","1","1","0","0.9579","19","中"
"2025-09","桃園","contractor","承攬商與人員資格","施工人員名冊完整","98","99","96","3","1","1","0","0.9697","17","低"
"2025-09","桃園","contractor","承攬商與人員資格","工地負責人到場","98","85","82","3","0","1","0","0.9647","9","低"
"2025-09","桃園","contractor","承攬商與人員資格","安衛人員到場","98","82","79","3","0","1","0","0.9634","9","低"
"2025-09","桃園","contractor","承攬商與人員資格","特殊作業主管資格符合","98","91","87","4","0","2","0","0.956","14","低"
"2025-09","桃園","hazardNotice","危害告知","承攬商已知悉注意事項","98","93","91","2","0","1","0","0.9785","7","低"
"2025-09","桃園","hazardNotice","危害告知","施工人員完成危害告知","98","97","94","3","0","1","0","0.9691","9","低"
"2025-09","桃園","hazardNotice","危害告知","勤前教育紀錄完整","98","91","88","3","1","1","0","0.967","17","低"
"2025-09","桃園","hazardNotice","危害告知","緊急聯絡資訊明確","98","95","93","2","0","1","0","0.9789","7","低"
"2025-09","桃園","isolation","環境安全隔離","設備管線已釋壓清洗","98","81","78","3","1","1","0","0.963","17","低"
"2025-09","桃園","isolation","環境安全隔離","進出口已關斷/盲封/掛牌","98","89","85","4","1","2","0","0.9551","22","中"
"2025-09","桃園","isolation","環境安全隔離","電源隔離加鎖掛牌","98","96","91","5","1","2","1","0.9479","29","中"
"2025-09","桃園","isolation","環境安全隔離","暗溝陰井已堵塞密封","98","83","80","3","1","1","0","0.9639","17","低"
"2025-09","桃園","gas","氣體偵測","可燃性氣體低於20%LEL","98","85","81","4","1","1","0","0.9529","19","中"
"2025-09","桃園","gas","氣體偵測","氧氣濃度符合標準","98","90","86","4","1","1","0","0.9556","19","中"
"2025-09","桃園","gas","氣體偵測","有害氣體低於容許濃度","98","93","89","4","1","2","0","0.957","22","中"
"2025-09","桃園","gas","氣體偵測","上下午或連續測定紀錄完整","98","95","91","4","1","1","0","0.9579","19","中"
"2025-09","桃園","fireExplosion","消防與防爆設備","20型滅火器配置足夠","98","91","86","5","2","2","0","0.9451","32","中"
"2025-09","桃園","fireExplosion","消防與防爆設備","防爆電氣設備符合","98","88","84","4","1","2","0","0.9545","22","中"
"2025-09","桃園","fireExplosion","消防與防爆設備","安全工具使用正確","98","93","89","4","1","2","1","0.957","27","中"
"2025-09","桃園","fireExplosion","消防與防爆設備","消防水帶或防火措施到位","98","86","83","3","1","1","0","0.9651","17","低"
"2025-09","桃園","ppeHeight","PPE與高處防墜","個人防護具穿戴正確","98","83","79","4","1","1","0","0.9518","19","中"
"2025-09","桃園","ppeHeight","PPE與高處防墜","安全帶/安全母索使用","98","92","88","4","1","1","0","0.9565","19","中"
"2025-09","桃園","ppeHeight","PPE與高處防墜","施工架檢點合格","98","91","87","4","1","2","1","0.956","27","中"
"2025-09","桃園","ppeHeight","PPE與高處防墜","安全網或工作平台設置","98","98","93","5","1","1","0","0.949","21","中"
"2025-09","桃園","patrol","巡查會簽","轄區檢點簽認","98","99","95","4","1","2","0","0.9596","22","中"
"2025-09","桃園","patrol","巡查會簽","監造巡查簽認","98","97","93","4","1","1","0","0.9588","19","中"
"2025-09","桃園","patrol","巡查會簽","安衛人員巡查紀錄","98","99","96","3","1","1","0","0.9697","17","低"
"2025-09","桃園","patrol","巡查會簽","異常已即時通知","98","82","80","2","0","1","0","0.9756","7","低"
"2025-09","桃園","closeout","收工回簽與現場紀錄","環境整理完成","98","81","78","3","0","1","0","0.963","9","低"
"2025-09","桃園","closeout","收工回簽與現場紀錄","施工前後照片完整","98","95","92","3","0","1","0","0.9684","9","低"
"2025-09","桃園","closeout","收工回簽與現場紀錄","氣體偵測照片上傳","98","82","79","3","0","1","0","0.9634","9","低"
"2025-09","桃園","closeout","收工回簽與現場紀錄","改善事項結案佐證完整","98","96","93","3","1","1","0","0.9688","17","低"
"2025-10","桃園","permit","許可基本資料","工作內容與地點完整","92","82","80","2","0","1","0","0.9756","7","低"
"2025-10","桃園","permit","許可基本資料","作業分級正確","92","92","90","2","0","1","0","0.9783","7","低"
"2025-10","桃園","permit","許可基本資料","核准工作時間明確","92","80","78","2","0","1","0","0.975","7","低"
"2025-10","桃園","permit","許可基本資料","回簽資料完整","92","79","76","3","1","1","0","0.962","17","低"
"2025-10","桃園","workType","作業分級與工作項目","動火/非動火判定正確","92","93","90","3","0","1","0","0.9677","9","低"
"2025-10","桃園","workType","作業分級與工作項目","A/B/C級作業判定正確","92","76","73","3","1","1","0","0.9605","17","低"
"2025-10","桃園","workType","作業分級與工作項目","附加檢點表適用","92","76","74","2","0","1","0","0.9737","7","低"
"2025-10","桃園","workType","作業分級與工作項目","延時工作經核准","92","90","88","2","0","1","0","0.9778","7","低"
"2025-10","桃園","contractor","承攬商與人員資格","施工人員名冊完整","92","78","76","2","0","1","0","0.9744","7","低"
"2025-10","桃園","contractor","承攬商與人員資格","工地負責人到場","92","84","81","3","1","1","0","0.9643","17","低"
"2025-10","桃園","contractor","承攬商與人員資格","安衛人員到場","92","94","91","3","0","1","0","0.9681","9","低"
"2025-10","桃園","contractor","承攬商與人員資格","特殊作業主管資格符合","92","85","82","3","0","1","0","0.9647","9","低"
"2025-10","桃園","hazardNotice","危害告知","承攬商已知悉注意事項","92","80","78","2","0","0","0","0.975","4","低"
"2025-10","桃園","hazardNotice","危害告知","施工人員完成危害告知","92","92","89","3","1","1","0","0.9674","17","低"
"2025-10","桃園","hazardNotice","危害告知","勤前教育紀錄完整","92","79","76","3","1","1","0","0.962","17","低"
"2025-10","桃園","hazardNotice","危害告知","緊急聯絡資訊明確","92","92","90","2","0","1","0","0.9783","7","低"
"2025-10","桃園","isolation","環境安全隔離","設備管線已釋壓清洗","92","77","74","3","1","1","0","0.961","17","低"
"2025-10","桃園","isolation","環境安全隔離","進出口已關斷/盲封/掛牌","92","87","83","4","1","1","0","0.954","19","中"
"2025-10","桃園","isolation","環境安全隔離","電源隔離加鎖掛牌","92","85","82","3","1","1","0","0.9647","17","低"
"2025-10","桃園","isolation","環境安全隔離","暗溝陰井已堵塞密封","92","86","83","3","1","1","0","0.9651","17","低"
"2025-10","桃園","gas","氣體偵測","可燃性氣體低於20%LEL","92","76","72","4","1","1","0","0.9474","19","中"
"2025-10","桃園","gas","氣體偵測","氧氣濃度符合標準","92","85","80","5","2","2","0","0.9412","32","中"
"2025-10","桃園","gas","氣體偵測","有害氣體低於容許濃度","92","83","79","4","1","2","1","0.9518","27","中"
"2025-10","桃園","gas","氣體偵測","上下午或連續測定紀錄完整","92","88","85","3","1","1","0","0.9659","17","低"
"2025-10","桃園","fireExplosion","消防與防爆設備","20型滅火器配置足夠","92","77","73","4","1","1","0","0.9481","19","中"
"2025-10","桃園","fireExplosion","消防與防爆設備","防爆電氣設備符合","92","88","84","4","1","2","1","0.9545","27","中"
"2025-10","桃園","fireExplosion","消防與防爆設備","安全工具使用正確","92","82","79","3","1","1","0","0.9634","17","低"
"2025-10","桃園","fireExplosion","消防與防爆設備","消防水帶或防火措施到位","92","77","73","4","1","1","0","0.9481","19","中"
"2025-10","桃園","ppeHeight","PPE與高處防墜","個人防護具穿戴正確","92","93","89","4","1","1","0","0.957","19","中"
"2025-10","桃園","ppeHeight","PPE與高處防墜","安全帶/安全母索使用","92","90","86","4","1","1","0","0.9556","19","中"
"2025-10","桃園","ppeHeight","PPE與高處防墜","施工架檢點合格","92","89","85","4","1","2","0","0.9551","22","中"
"2025-10","桃園","ppeHeight","PPE與高處防墜","安全網或工作平台設置","92","90","86","4","1","2","0","0.9556","22","中"
"2025-10","桃園","patrol","巡查會簽","轄區檢點簽認","92","89","86","3","1","1","0","0.9663","17","低"
"2025-10","桃園","patrol","巡查會簽","監造巡查簽認","92","87","84","3","0","1","0","0.9655","9","低"
"2025-10","桃園","patrol","巡查會簽","安衛人員巡查紀錄","92","79","77","2","0","1","0","0.9747","7","低"
"2025-10","桃園","patrol","巡查會簽","異常已即時通知","92","83","80","3","0","1","0","0.9639","9","低"
"2025-10","桃園","closeout","收工回簽與現場紀錄","環境整理完成","92","81","78","3","0","1","0","0.963","9","低"
"2025-10","桃園","closeout","收工回簽與現場紀錄","施工前後照片完整","92","89","86","3","0","1","0","0.9663","9","低"
"2025-10","桃園","closeout","收工回簽與現場紀錄","氣體偵測照片上傳","92","92","89","3","0","1","0","0.9674","9","低"
"2025-10","桃園","closeout","收工回簽與現場紀錄","改善事項結案佐證完整","92","89","86","3","0","1","0","0.9663","9","低"
